RECORD_NO	AGENCY_CD	SITE_NO	MEDIUM_CD	SAMPLE_START_DT	SAMPLE_END_DT	SAMP_TYPE_CD	PARM_CD	METH_CD	RESULT_VA	REMARK_CD	DQI_CD	NULL_VAL_QUAL_CD
00105193	USGS	040871475	WS	08-AUG-01 17:00:00		9	00335		69		R	
00200338	USGS	040871475	WS	24-OCT-01 05:47:00	24-OCT-01 07:20:59	9	00310		8.6		R	
00200338	USGS	040871475	WS	24-OCT-01 05:47:00	24-OCT-01 07:20:59	9	00335		46		R	
00200338	USGS	040871475	WS	24-OCT-01 05:47:00	24-OCT-01 07:20:59	9	91075		18	<	R	
00200338	USGS	040871475	WS	24-OCT-01 05:47:00	24-OCT-01 07:20:59	9	91080		18	<	R	
00200976	USGS	040871475	WS	13-DEC-01 18:27:00	20-DEC-01 08:33:59	9	00335		184		R	
00200978	USGS	040871475	WS	27-DEC-01 18:36:00	03-JAN-02 14:10:59	9	00335		15		R	
00200979	USGS	040871475	WS	03-JAN-02 21:10:00	05-JAN-02 06:25:59	9	00335		14		R	
00200980	USGS	040871475	WS	10-JAN-02 03:57:00	17-JAN-02 08:00:59	9	00335		589		R	
00200912	USGS	040871475	WS	14-JAN-02 14:40:00	14-JAN-02 20:30:59	9	00310		137		R	
00200912	USGS	040871475	WS	14-JAN-02 14:40:00	14-JAN-02 20:30:59	9	00335		263		R	
00200912	USGS	040871475	WS	14-JAN-02 14:40:00	14-JAN-02 20:30:59	9	91075		18	<	R	
00200912	USGS	040871475	WS	14-JAN-02 14:40:00	14-JAN-02 20:30:59	9	91080		73		R	
00200966	USGS	040871475	WS	16-JAN-02 20:00:00	17-JAN-02 10:40:59	9	00310		120	<	R	
00200966	USGS	040871475	WS	16-JAN-02 20:00:00	17-JAN-02 10:40:59	9	00335		175		R	
00200966	USGS	040871475	WS	16-JAN-02 20:00:00	17-JAN-02 10:40:59	9	91075		22		R	
00200966	USGS	040871475	WS	16-JAN-02 20:00:00	17-JAN-02 10:40:59	9	91080		30		R	
00200981	USGS	040871475	WS	17-JAN-02 16:29:00	21-JAN-02 02:16:59	9	00335		537		R	
00201021	USGS	040871475	WS	24-JAN-02 17:37:00	31-JAN-02 18:15:59	9	00335		114		R	
00200967	USGS	040871475	WS	31-JAN-02 11:30:00	01-FEB-02 18:50:59	9	00310		1690		R	
00200967	USGS	040871475	WS	31-JAN-02 11:30:00	01-FEB-02 18:50:59	9	00335		3270		R	
00200967	USGS	040871475	WS	31-JAN-02 11:30:00	01-FEB-02 18:50:59	9	91075		110		R	
00200967	USGS	040871475	WS	31-JAN-02 11:30:00	01-FEB-02 18:50:59	9	91080		1400		R	
00201022	USGS	040871475	WS	31-JAN-02 22:40:00	05-FEB-02 10:59:59	9	00335		3610		R	
00200973	USGS	040871475	WS	05-FEB-02 16:18:00		9	00310		166		R	
00200973	USGS	040871475	WS	05-FEB-02 16:18:00		9	00335		350		R	
00200973	USGS	040871475	WS	05-FEB-02 16:18:00		9	91075		18	<	R	
00200973	USGS	040871475	WS	05-FEB-02 16:18:00		9	91080		51		R	
00201023	USGS	040871475	WS	07-FEB-02 19:44:00	13-FEB-02 16:53:59	9	00335		331		R	
00201495	USGS	040871475	WS	13-FEB-02 22:31:00	20-FEB-02 23:50:59	9	00335		278		R	
00201500	USGS	040871475	WS	21-FEB-02 02:43:00	28-FEB-02 10:05:59	9	00335		398		R	
00201101	USGS	040871475	WS	21-FEB-02 11:20:00	21-FEB-02 18:50:59	9	00310		202		R	
00201101	USGS	040871475	WS	21-FEB-02 11:20:00	21-FEB-02 18:50:59	9	00335		313		R	
00201101	USGS	040871475	WS	21-FEB-02 11:20:00	21-FEB-02 18:50:59	9	91075		18	<	R	
00201101	USGS	040871475	WS	21-FEB-02 11:20:00	21-FEB-02 18:50:59	9	91080		180		R	
00201501	USGS	040871475	WS	28-FEB-02 19:15:00	03-MAR-02 20:56:59	9	00335		2320		R	
00201105	USGS	040871475	WS	02-MAR-02 03:45:00	03-MAR-02 05:25:59	9	00310		1770		R	
00201105	USGS	040871475	WS	02-MAR-02 03:45:00	03-MAR-02 05:25:59	9	00335		3430		R	
00201105	USGS	040871475	WS	02-MAR-02 03:45:00	03-MAR-02 05:25:59	9	91075		220		R	
00201105	USGS	040871475	WS	02-MAR-02 03:45:00	03-MAR-02 05:25:59	9	91080		1500		R	
00201496	USGS	040871475	WS	07-MAR-02 16:45:00	07-MAR-02 21:55:59	9	00335		2260		R	
00201497	USGS	040871475	WS	08-MAR-02 04:25:00	09-MAR-02 17:20:59	9	00335		588		R	
00201498	USGS	040871475	WS	09-MAR-02 17:30:00	13-MAR-02 16:40:59	9	00335		206		R	
00201502	USGS	040871475	WS	13-MAR-02 19:59:00	21-MAR-02 12:23:59	9	00335		184		R	
00201688	USGS	040871475	WS	21-MAR-02 17:11:00	28-MAR-02 14:45:59	9	00335		182		R	
00201553	USGS	040871475	WS	28-MAR-02 20:06:00	04-APR-02 12:00:59	9	00335		778		R	
00201551	USGS	040871475	WS	04-APR-02 14:24:00		9	00310		136		R	
00201551	USGS	040871475	WS	04-APR-02 14:24:00		9	00335		209		R	
00201551	USGS	040871475	WS	04-APR-02 14:24:00		9	91075		18	<	R	
00201551	USGS	040871475	WS	04-APR-02 14:24:00		9	91080		18	<	R	
00201689	USGS	040871475	WS	04-APR-02 16:59:00	08-APR-02 17:34:59	9	00335		153		R	
00201690	USGS	040871475	WS	10-APR-02 23:42:00	18-APR-02 12:51:59	9	00335		106		R	
00202404	USGS	040871475	WS	18-APR-02 18:49:00	24-APR-02 09:50:59	9	00335		206		R	
00202405	USGS	040871475	WS	24-APR-02 15:51:00	01-MAY-02 13:49:59	9	00335		110		R	
00202406	USGS	040871475	WS	01-MAY-02 22:33:00	09-MAY-02 15:57:59	9	00335		75		R	
00300130	USGS	040871475	WS	02-OCT-02 07:35:00	02-OCT-02 15:50:59	9	00310		3.4		R	
00300130	USGS	040871475	WS	02-OCT-02 07:35:00	02-OCT-02 15:50:59	9	00335		25		R	
00300130	USGS	040871475	WS	02-OCT-02 07:35:00	02-OCT-02 15:50:59	9	91075		18	<	R	
00300130	USGS	040871475	WS	02-OCT-02 07:35:00	02-OCT-02 15:50:59	9	91080		18	<	R	
00300133	USGS	040871475	WS	21-OCT-02 16:30:00		9	00310		25	>	R	
00300133	USGS	040871475	WS	21-OCT-02 16:30:00		9	00335		543		R	
00300133	USGS	040871475	WS	21-OCT-02 16:30:00		9	91075		18	<	R	
00300133	USGS	040871475	WS	21-OCT-02 16:30:00		9	91080		120		R	
00300433	USGS	040871475	WS	02-DEC-02 18:34:00	11-DEC-02 16:45:59	9	00335		1290		R	
00300502	USGS	040871475	WS	12-DEC-02 01:32:00	19-DEC-02 15:12:59	9	00335		327		R	
00300503	USGS	040871475	WS	20-DEC-02 19:23:00	27-DEC-02 14:28:59	9	00335		343		R	
00300697	USGS	040871475	WS	27-DEC-02 21:25:00	03-JAN-03 09:41:59	9	00335		187		R	
00300698	USGS	040871475	WS	03-JAN-03 17:49:00	10-JAN-03 12:23:59	9	00335		2920		R	
00300699	USGS	040871475	WS	10-JAN-03 18:58:00	17-JAN-03 06:15:59	9	00335		2970		R	
00300700	USGS	040871475	WS	17-JAN-03 23:14:00	22-JAN-03 13:32:59	9	00335		623		R	
00300701	USGS	040871475	WS	25-JAN-03 23:13:00	29-JAN-03 08:55:59	9	00335		116		R	
00300702	USGS	040871475	WS	31-JAN-03 14:05:00	31-JAN-03 23:40:59	9	00310		2900		R	
00300702	USGS	040871475	WS	31-JAN-03 14:05:00	31-JAN-03 23:40:59	9	00335		4440		R	
00300702	USGS	040871475	WS	31-JAN-03 14:05:00	31-JAN-03 23:40:59	9	91075		18	<	R	
00300702	USGS	040871475	WS	31-JAN-03 14:05:00	31-JAN-03 23:40:59	9	91080		2300		R	
00300777	USGS	040871475	WS	01-FEB-03 02:11:00	05-FEB-03 14:00:59	9	00335		7470		R	
00300778	USGS	040871475	WS	15-FEB-03 16:27:00	21-FEB-03 00:11:59	9	00335		1900		R	
00300779	USGS	040871475	WS	21-FEB-03 21:30:00		9	00335		811		R	
00300939	USGS	040871475	WS	01-MAR-03 09:49:00	07-MAR-03 07:54:59	9	00335		3720		R	
00300930	USGS	040871475	WS	04-MAR-03 22:20:00	08-MAR-03 17:55:59	9	00335		5610		R	
00300930	USGS	040871475	WS	04-MAR-03 22:20:00	08-MAR-03 17:55:59	9	91075		48		R	
00300930	USGS	040871475	WS	04-MAR-03 22:20:00	08-MAR-03 17:55:59	9	91080		1900		R	
00300940	USGS	040871475	WS	07-MAR-03 22:00:00	09-MAR-03 15:06:59	9	00335		9640		R	
00300941	USGS	040871475	WS	12-MAR-03 21:46:00	14-MAR-03 15:11:59	9	00335		7520		R	
00300931	USGS	040871475	WS	14-MAR-03 19:40:00	17-MAR-03 01:10:59	9	00310		738		R	
00300931	USGS	040871475	WS	14-MAR-03 19:40:00	17-MAR-03 01:10:59	9	00335		1340		R	
00300931	USGS	040871475	WS	14-MAR-03 19:40:00	17-MAR-03 01:10:59	9	91075		32		R	
00300931	USGS	040871475	WS	14-MAR-03 19:40:00	17-MAR-03 01:10:59	9	91080		410		R	
00300942	USGS	040871475	WS	14-MAR-03 19:59:00	15-MAR-03 19:31:59	9	00335		2020		R	
00300943	USGS	040871475	WS	16-MAR-03 20:08:00	17-MAR-03 16:23:59	9	00335		1020		R	
00300944	USGS	040871475	WS	19-MAR-03 02:11:00	21-MAR-03 09:19:59	9	00335		722		R	
00301346	USGS	040871475	WS	21-MAR-03 18:52:00	28-MAR-03 19:22:59	9	00335		935		R	
00301036	USGS	040871475	WS	26-MAR-03 18:15:00		9	00310		746		R	
00301036	USGS	040871475	WS	26-MAR-03 18:15:00		9	00335		1710		R	
00301036	USGS	040871475	WS	26-MAR-03 18:15:00		9	91075		18	<	R	
00301036	USGS	040871475	WS	26-MAR-03 18:15:00		9	91080		200		R	
00301347	USGS	040871475	WS	28-MAR-03 19:57:00	04-APR-03 15:27:59	9	00335		358		R	
00301518	USGS	040871475	WS	04-APR-03 17:17:00	09-APR-03 22:23:59	9	00335		1340		R	
00301343	USGS	040871475	WS	04-APR-03 22:35:00	05-APR-03 07:55:59	9	00310		552		R	
00301343	USGS	040871475	WS	04-APR-03 22:35:00	05-APR-03 07:55:59	9	00335		954		R	
00301343	USGS	040871475	WS	04-APR-03 22:35:00	05-APR-03 07:55:59	9	91075		18	<	R	
00301343	USGS	040871475	WS	04-APR-03 22:35:00	05-APR-03 07:55:59	9	91080		470		R	
00301519	USGS	040871475	WS	11-APR-03 22:09:00	18-APR-03 06:02:59	9	00335		617		R	
00302052	USGS	040871475	WS	19-APR-03 05:17:00	25-APR-03 00:04:59	9	00335		284		R	
00302053	USGS	040871475	WS	25-APR-03 11:07:00	01-MAY-03 06:59:59	9	00335		120		R	
00306231	USGS	040871475	WS	03-SEP-03 17:20:00		9	00310		3.4		R	
00306231	USGS	040871475	WS	03-SEP-03 17:20:00		9	00335		43		R	
00306231	USGS	040871475	WS	03-SEP-03 17:20:00		9	91075		18	<	R	
00306231	USGS	040871475	WS	03-SEP-03 17:20:00		9	91080		18	<	R	
00402074	USGS	040871475	WS	10-DEC-03 22:30:00	11-DEC-03 14:20:59	9	00335		60		R	
00402076	USGS	040871475	WS	11-DEC-03 16:26:00	18-DEC-03 08:56:59	9	00335		460		R	
00400583	USGS	040871475	WS	24-DEC-03 01:58:00	30-DEC-03 13:49:59	9	00335		757		R	
00400584	USGS	040871475	WS	31-DEC-03 09:27:00	03-JAN-04 23:11:59	9	00335		343		R	
00402077	USGS	040871475	WS	04-JAN-04 08:29:00	05-JAN-04 18:08:59	9	00335		301		R	
00400577	USGS	040871475	WS	04-JAN-04 22:15:00	05-JAN-04 10:15:59	9	00310		108		R	
00400577	USGS	040871475	WS	04-JAN-04 22:15:00	05-JAN-04 10:15:59	9	00335		224		R	
00400577	USGS	040871475	WS	04-JAN-04 22:15:00	05-JAN-04 10:15:59	9	91075		18	<	R	
00400577	USGS	040871475	WS	04-JAN-04 22:15:00	05-JAN-04 10:15:59	9	91080		52		R	
00400708	USGS	040871475	WS	06-JAN-04 06:08:00	07-JAN-04 00:41:59	9	00335		636		R	
00400712	USGS	040871475	WS	10-JAN-04 12:49:00	12-JAN-04 05:13:59	9	00335		1520		R	
00400711	USGS	040871475	WS	12-JAN-04 23:53:00	13-JAN-04 18:07:59	9	00335		1860		R	
00400710	USGS	040871475	WS	14-JAN-04 14:04:00	16-JAN-04 17:04:59	9	00335		1580		R	
00400709	USGS	040871475	WS	17-JAN-04 00:49:00	19-JAN-04 10:50:59	9	00335		12900		R	
00400705	USGS	040871475	WS	17-JAN-04 11:40:00	18-JAN-04 11:00:59	9	00310		8520		R	
00400705	USGS	040871475	WS	17-JAN-04 11:40:00	18-JAN-04 11:00:59	9	00335		17000		R	
00400705	USGS	040871475	WS	17-JAN-04 11:40:00	18-JAN-04 11:00:59	9	91075		18	<	R	
00400705	USGS	040871475	WS	17-JAN-04 11:40:00	18-JAN-04 11:00:59	9	91080		13000		R	
00400774	USGS	040871475	WS	28-JAN-04 23:05:00		9	00335		698		R	
00400836	USGS	040871475	WS	29-JAN-04 16:32:00		9	00310		2000	<	R	
00400836	USGS	040871475	WS	29-JAN-04 16:32:00		9	00335		1900		R	
00400836	USGS	040871475	WS	29-JAN-04 16:32:00		9	91075		18	<	R	
00400836	USGS	040871475	WS	29-JAN-04 16:32:00		9	91080		800		R	
00400773	USGS	040871475	WS	30-JAN-04 04:03:00	31-JAN-04 09:56:59	9	00335		2970		R	
00400772	USGS	040871475	WS	31-JAN-04 15:13:00	01-FEB-04 06:14:59	9	00335		1630		R	
00400771	USGS	040871475	WS	01-FEB-04 19:22:00	03-FEB-04 07:39:59	9	00335		350		R	
00400770	USGS	040871475	WS	03-FEB-04 16:01:00	04-FEB-04 06:40:59	9	00335		19500		R	
00400769	USGS	040871475	WS	04-FEB-04 17:01:00	05-FEB-04 15:57:59	9	00335		11100		R	
00400775	USGS	040871475	WS	06-FEB-04 00:55:00	06-FEB-04 16:25:59	9	00335		3860		R	
00400768	USGS	040871475	WS	06-FEB-04 04:17:00	06-FEB-04 15:44:59	9	00335		5040		R	
00401080	USGS	040871475	WS	13-FEB-04 06:00:00	16-FEB-04 22:06:59	9	00335		871		R	
00401079	USGS	040871475	WS	17-FEB-04 13:14:00	19-FEB-04 23:02:59	9	00335		776		R	
00400835	USGS	040871475	WS	20-FEB-04 00:05:00	22-FEB-04 14:10:59	9	00310		2030		R	
00400835	USGS	040871475	WS	20-FEB-04 00:05:00	22-FEB-04 14:10:59	9	00335		3820		R	
00400835	USGS	040871475	WS	20-FEB-04 00:05:00	22-FEB-04 14:10:59	9	91075		18	<	R	
00400835	USGS	040871475	WS	20-FEB-04 00:05:00	22-FEB-04 14:10:59	9	91080		1900		R	
00401078	USGS	040871475	WS	20-FEB-04 04:58:00	20-FEB-04 16:49:59	9	00335		1570		R	
00401077	USGS	040871475	WS	20-FEB-04 17:28:00	20-FEB-04 19:36:59	9	00335		4440		R	
00401932	USGS	040871475	WS	20-FEB-04 19:55:00	21-FEB-04 05:20:59	9	00335		2020		R	
00401075	USGS	040871475	WS	21-FEB-04 06:02:00	21-FEB-04 17:44:59	9	00335		6430		R	
00401074	USGS	040871475	WS	21-FEB-04 18:07:00	22-FEB-04 05:20:59	9	00335		5040		R	
00401073	USGS	040871475	WS	22-FEB-04 06:05:00	22-FEB-04 13:46:59	9	00335		2540		R	
00401072	USGS	040871475	WS	22-FEB-04 15:24:00	23-FEB-04 00:07:59	9	00335		2690		R	
00401071	USGS	040871475	WS	23-FEB-04 04:36:00	23-FEB-04 10:36:59	9	00335		467		R	
00401070	USGS	040871475	WS	23-FEB-04 11:30:00	23-FEB-04 20:40:59	9	00335		1540		R	
00401069	USGS	040871475	WS	23-FEB-04 21:55:00	27-FEB-04 00:41:59	9	00335		1440		R	
00401068	USGS	040871475	WS	27-FEB-04 02:49:00	03-MAR-04 22:55:59	9	00335		844		R	
00401067	USGS	040871475	WS	04-MAR-04 07:38:00	05-MAR-04 01:13:59	9	00335		573		R	
00401066	USGS	040871475	WS	05-MAR-04 01:43:00	05-MAR-04 10:00:59	9	00335		108		R	
00401065	USGS	040871475	WS	05-MAR-04 10:08:00	05-MAR-04 13:31:59	9	00335		70		R	
00401064	USGS	040871475	WS	07-MAR-04 20:03:00		9	00335		253		R	
00401063	USGS	040871475	WS	14-MAR-04 06:44:00	15-MAR-04 10:57:59	9	00335		433		R	
00401629	USGS	040871475	WS	16-MAR-04 01:27:00	24-MAR-04 19:05:59	9	00335		1510		R	
00401626	USGS	040871475	WS	23-MAR-04 16:50:00		9	00310		245		R	
00401626	USGS	040871475	WS	23-MAR-04 16:50:00		9	00335		436		R	
00401626	USGS	040871475	WS	23-MAR-04 16:50:00		9	91075		18	<	R	
00401626	USGS	040871475	WS	23-MAR-04 16:50:00		9	91080		76		R	
00401628	USGS	040871475	WS	25-MAR-04 11:47:00	26-MAR-04 17:14:59	9	00335		165		R	
00402086	USGS	040871475	WS	26-MAR-04 22:32:00	03-APR-04 16:47:59	9	00335		124		R	
00402085	USGS	040871475	WS	05-APR-04 07:13:00	10-APR-04 11:20:59	9	00335		248		R	
00402084	USGS	040871475	WS	17-APR-04 08:09:00	17-APR-04 14:56:59	9	00335		182		R	
00402083	USGS	040871475	WS	20-APR-04 12:00:00	21-APR-04 13:01:59	9	00335		76		R	
00402034	USGS	040871475	WS	25-APR-04 03:20:00	26-APR-04 01:13:59	9	00335		94		R	
00402782	USGS	040871475	WS	09-MAY-04 02:41:00	13-MAY-04 17:06:59	9	00335		72		R	
00402980	USGS	040871475	WS	27-MAY-04 22:16:00		9	00335		58		R	
00407583	USGS	040871475	WS	22-SEP-04 14:56:00		9	00310		2	<	R	
00407583	USGS	040871475	WS	22-SEP-04 14:56:00		9	00335		42		R	
00407583	USGS	040871475	WS	22-SEP-04 14:56:00		9	91075		18	<	R	
00407583	USGS	040871475	WS	22-SEP-04 14:56:00		9	91080		18	<	R	
00502230	USGS	040871475	WS	24-NOV-04 13:55:00	27-NOV-04 13:30:59	9	00335		97		R	
00500771	USGS	040871475	WS	02-DEC-04 21:02:00	06-DEC-04 16:44:59	9	00335		714		R	
00500770	USGS	040871475	WS	09-DEC-04 20:06:00	10-DEC-04 23:29:59	9	00335		160		R	
00500769	USGS	040871475	WS	17-DEC-04 01:27:00	21-DEC-04 18:09:59	9	00335		150		R	
00500768	USGS	040871475	WS	22-DEC-04 05:50:00	24-DEC-04 09:13:59	9	00335		393		R	
00501333	USGS	040871475	WS	01-JAN-05 22:55:00	02-JAN-05 06:05:59	9	00335		1470		R	
00500767	USGS	040871475	WS	03-JAN-05 05:20:00	04-JAN-05 14:38:59	9	00335		3950		R	
00500773	USGS	040871475	WS	03-JAN-05 19:30:00	04-JAN-05 06:05:59	9	00310		2970		R	
00500773	USGS	040871475	WS	03-JAN-05 19:30:00	04-JAN-05 06:05:59	9	00335		4430		R	
00500773	USGS	040871475	WS	03-JAN-05 19:30:00	04-JAN-05 06:05:59	9	91075		18	<	R	
00500773	USGS	040871475	WS	03-JAN-05 19:30:00	04-JAN-05 06:05:59	9	91080		1400		R	
00501332	USGS	040871475	WS	04-JAN-05 19:38:00	06-JAN-05 17:26:59	9	00335		2530		R	
00500772	USGS	040871475	WS	05-JAN-05 04:45:00	06-JAN-05 16:10:59	9	00310		1040		R	
00500772	USGS	040871475	WS	05-JAN-05 04:45:00	06-JAN-05 16:10:59	9	00335		2180		R	
00500772	USGS	040871475	WS	05-JAN-05 04:45:00	06-JAN-05 16:10:59	9	91075		18	<	R	
00500772	USGS	040871475	WS	05-JAN-05 04:45:00	06-JAN-05 16:10:59	9	91080		610		R	
00500901	USGS	040871475	WS	06-JAN-05 20:53:00	11-JAN-05 17:15:59	9	00335		1990		R	
00500900	USGS	040871475	WS	11-JAN-05 20:31:00	12-JAN-05 05:24:59	9	00335		3680		R	
00500908	USGS	040871475	WS	12-JAN-05 04:35:00	13-JAN-05 14:00:59	9	00310		283		R	
00500908	USGS	040871475	WS	12-JAN-05 04:35:00	13-JAN-05 14:00:59	9	00335		617		R	
00500908	USGS	040871475	WS	12-JAN-05 04:35:00	13-JAN-05 14:00:59	9	91075		18	<	R	
00500908	USGS	040871475	WS	12-JAN-05 04:35:00	13-JAN-05 14:00:59	9	91080		200		R	
00500899	USGS	040871475	WS	12-JAN-05 07:29:00	12-JAN-05 10:04:59	9	00335		2500		R	
00500898	USGS	040871475	WS	12-JAN-05 10:16:00	12-JAN-05 20:48:59	9	00335		1220		R	
00500897	USGS	040871475	WS	12-JAN-05 21:57:00	13-JAN-05 00:44:59	9	00335		44		R	
00500896	USGS	040871475	WS	13-JAN-05 02:01:00	13-JAN-05 04:37:59	9	00335		451		R	
00500895	USGS	040871475	WS	13-JAN-05 05:07:00	13-JAN-05 19:42:59	9	00335		841		R	
00500894	USGS	040871475	WS	14-JAN-05 02:26:00	16-JAN-05 11:08:59	9	00335		857		R	
00500893	USGS	040871475	WS	20-JAN-05 23:04:00	21-JAN-05 12:08:59	9	00335		5760		R	
00500892	USGS	040871475	WS	21-JAN-05 16:56:00	22-JAN-05 07:13:59	9	00335		1530		R	
00500891	USGS	040871475	WS	22-JAN-05 11:59:00	22-JAN-05 21:21:59	9	00335		1890		R	
00501025	USGS	040871475	WS	23-JAN-05 02:07:00	24-JAN-05 19:33:59	9	00335		3130		R	
00501024	USGS	040871475	WS	24-JAN-05 23:54:00	27-JAN-05 02:58:59	9	00335		5000		R	
00501023	USGS	040871475	WS	27-JAN-05 09:17:00	01-FEB-05 20:19:59	9	00335		4830		R	
00501022	USGS	040871475	WS	02-FEB-05 02:45:00	03-FEB-05 22:43:59	9	00335		1940		R	
00501101	USGS	040871475	WS	03-FEB-05 17:50:00		9	00310		1310		R	
00501101	USGS	040871475	WS	03-FEB-05 17:50:00		9	00335		2310		R	
00501101	USGS	040871475	WS	03-FEB-05 17:50:00		9	91075		18	<	R	
00501101	USGS	040871475	WS	03-FEB-05 17:50:00		9	91080		870		R	
00501021	USGS	040871475	WS	04-FEB-05 01:15:00	05-FEB-05 15:32:59	9	00335		2420		R	
00501020	USGS	040871475	WS	05-FEB-05 17:08:00	06-FEB-05 12:15:59	9	00335		1900		R	
00501019	USGS	040871475	WS	06-FEB-05 13:15:00	07-FEB-05 00:19:59	9	00335		1900		R	
00501018	USGS	040871475	WS	07-FEB-05 01:32:00	09-FEB-05 05:40:59	9	00335		867		R	
00501017	USGS	040871475	WS	09-FEB-05 18:08:00	12-FEB-05 01:39:59	9	00335		3280		R	
00501016	USGS	040871475	WS	12-FEB-05 20:45:00	13-FEB-05 09:00:59	9	00335		1110		R	
00501015	USGS	040871475	WS	13-FEB-05 19:54:00	15-FEB-05 03:19:59	9	00335		652		R	
00501329	USGS	040871475	WS	15-FEB-05 07:47:00	18-FEB-05 18:15:59	9	00335		588		R	
00501100	USGS	040871475	WS	20-FEB-05 05:35:00	21-FEB-05 06:10:59	9	00310		5850		R	
00501100	USGS	040871475	WS	20-FEB-05 05:35:00	21-FEB-05 06:10:59	9	00335		9320		R	
00501100	USGS	040871475	WS	20-FEB-05 05:35:00	21-FEB-05 06:10:59	9	91075		18	<	R	
00501100	USGS	040871475	WS	20-FEB-05 05:35:00	21-FEB-05 06:10:59	9	91080		5200		R	
00501328	USGS	040871475	WS	20-FEB-05 15:01:00	22-FEB-05 07:00:59	9	00335		4100		R	
00501327	USGS	040871475	WS	22-FEB-05 19:53:00	25-FEB-05 01:34:59	9	00335		1760		R	
00501326	USGS	040871475	WS	26-FEB-05 04:32:00	28-FEB-05 07:10:59	9	00335		1840		R	
00501325	USGS	040871475	WS	28-FEB-05 09:34:00	28-FEB-05 23:08:59	9	00335		7140		R	
00501324	USGS	040871475	WS	01-MAR-05 01:01:00	04-MAR-05 22:06:59	9	00335		1750		R	
00501323	USGS	040871475	WS	05-MAR-05 01:33:00	05-MAR-05 17:34:59	9	00335		1220		R	
00501322	USGS	040871475	WS	05-MAR-05 19:48:00	05-MAR-05 22:04:59	9	00335		767		R	
00501321	USGS	040871475	WS	05-MAR-05 22:13:00	06-MAR-05 10:14:59	9	00335		524		R	
00501320	USGS	040871475	WS	06-MAR-05 11:45:00	06-MAR-05 19:34:59	9	00335		387		R	
00501319	USGS	040871475	WS	06-MAR-05 19:40:00	06-MAR-05 20:21:59	9	00335		190		R	
00501318	USGS	040871475	WS	06-MAR-05 20:27:00	06-MAR-05 22:02:59	9	00335		358		R	
00501317	USGS	040871475	WS	11-MAR-05 01:05:00	11-MAR-05 18:03:59	9	00335		2130		R	
00501316	USGS	040871475	WS	11-MAR-05 23:07:00	15-MAR-05 01:48:59	9	00335		2400		R	
00501315	USGS	040871475	WS	15-MAR-05 10:27:00	16-MAR-05 23:33:59	9	00335		1140		R	
00501314	USGS	040871475	WS	17-MAR-05 02:38:00	17-MAR-05 22:18:59	9	00335		864		R	
00501346	USGS	040871475	WS	17-MAR-05 22:20:00	18-MAR-05 16:45:59	9	00310		1410		R	
00501346	USGS	040871475	WS	17-MAR-05 22:20:00	18-MAR-05 16:45:59	9	00335		3080		R	
00501346	USGS	040871475	WS	17-MAR-05 22:20:00	18-MAR-05 16:45:59	9	91075		18	<	R	
00501346	USGS	040871475	WS	17-MAR-05 22:20:00	18-MAR-05 16:45:59	9	91080		900		R	
00501313	USGS	040871475	WS	18-MAR-05 05:25:00	18-MAR-05 19:00:59	9	00335		4660		R	
00501345	USGS	040871475	WS	18-MAR-05 17:55:00	20-MAR-05 02:15:59	9	00310		600		R	
00501345	USGS	040871475	WS	18-MAR-05 17:55:00	20-MAR-05 02:15:59	9	00335		1090		R	
00501345	USGS	040871475	WS	18-MAR-05 17:55:00	20-MAR-05 02:15:59	9	91075		18	<	R	
00501345	USGS	040871475	WS	18-MAR-05 17:55:00	20-MAR-05 02:15:59	9	91080		440		R	
00501312	USGS	040871475	WS	18-MAR-05 21:51:00	19-MAR-05 06:58:59	9	00335		2080		R	
00501311	USGS	040871475	WS	19-MAR-05 08:15:00	19-MAR-05 09:05:59	9	00335		2850		R	
00501310	USGS	040871475	WS	19-MAR-05 09:22:00	19-MAR-05 12:30:59	9	00335		816		R	
00501309	USGS	040871475	WS	19-MAR-05 12:41:00	19-MAR-05 16:10:59	9	00335		538		R	
00501308	USGS	040871475	WS	19-MAR-05 16:51:00	20-MAR-05 01:25:59	9	00335		389		R	
00501307	USGS	040871475	WS	20-MAR-05 04:01:00	20-MAR-05 12:27:59	9	00335		608		R	
00501357	USGS	040871475	WS	20-MAR-05 18:22:00	21-MAR-05 10:22:59	9	00335		612		R	
00501356	USGS	040871475	WS	21-MAR-05 18:21:00	22-MAR-05 12:49:59	9	00335		657		R	
00501355	USGS	040871475	WS	22-MAR-05 21:02:00	23-MAR-05 19:48:59	9	00335		528		R	
00501354	USGS	040871475	WS	24-MAR-05 04:14:00	29-MAR-05 19:58:59	9	00335		486		R	
00501497	USGS	040871475	WS	30-MAR-05 03:22:00	01-APR-05 22:46:59	9	00335		497		R	
00501496	USGS	040871475	WS	01-APR-05 23:20:00	02-APR-05 21:30:59	9	00335		183		R	
00502236	USGS	040871475	WS	03-APR-05 02:07:00	07-APR-05 00:49:59	9	00335		317		R	
00501494	USGS	040871475	WS	07-APR-05 01:39:00	07-APR-05 20:13:59	9	00335		162		R	
00501674	USGS	040871475	WS	08-APR-05 00:40:00	13-APR-05 18:24:59	9	00335		27		R	
00501673	USGS	040871475	WS	14-APR-05 07:00:00	20-APR-05 22:02:59	9	00335		310		R	
00501724	USGS	040871475	WS	22-APR-05 03:54:00	28-APR-05 03:42:59	9	00335		241		R	
